,name,played,run_bat,50s,100s,batted,out,bowled,wkt_tacken,5_wkt_taken,run_given_bowler,econ,over
440,sohaib maqsood,21,654,5,0,21,19,2,0,0,19,0.5000419616699219,3.0
441,jd unadkat,1,0,0,0,0,0,1,0,0,39,6.5,6.0
442,mm sharma,19,30,0,0,8,3,19,21,0,834,8.866656074523926,142.10000000000002
443,bilawal bhatti,10,89,0,0,7,6,10,6,0,439,7.690097656250001,68.1
444,anwar ali,18,262,0,0,14,10,18,16,0,764,6.852418594360351,128.9
445,h davids,1,7,0,0,1,1,0,0,0,0,0.0,0.0
446,sharjeel khan,23,635,6,0,23,23,0,0,0,0,0.0,0.0
447,sma priyanjan,22,389,2,0,19,17,13,5,0,222,1.1279797554016113,41.1
448,kdk vithanage,5,70,0,0,5,4,1,0,0,10,0.625,1.0
449,gs ballance,13,286,2,0,12,12,0,0,0,0,0.0,0.0
450,at rayudu,48,1313,5,3,45,32,10,3,0,124,0.006347679340860423,20.200000000000003
451,str binny,9,85,0,0,7,6,9,14,1,288,6.73671875,54.4
452,mj henry,43,202,0,0,19,12,43,89,2,2119,4.421735715615182,388.5
453,al-amin hossain,7,3,0,0,5,2,7,14,0,304,5.84203125,56.4
454,arafat sunny,9,26,0,0,6,1,9,10,0,378,5.722421875,75.0
455,pc de silva,6,77,0,0,6,5,6,3,0,227,6.259375,43.0
456,mm ali,117,1802,5,2,95,81,114,111,0,4848,5.061268459723541,933.5
457,mj lumb,3,165,0,1,3,3,0,0,0,0,0.0,0.0
458,mohammad talha,2,0,0,0,1,1,2,3,0,78,5.99,13.2
459,sd parry,2,0,0,0,0,0,2,4,0,92,4.93,19.0
460,hf gurney,9,15,0,0,6,2,9,11,0,412,6.44328125,71.5
461,ar patel,30,177,0,0,17,12,29,37,0,1225,5.368628712408245,263.5
462,parvez rasool,1,0,0,0,0,0,1,2,0,60,6.0,10.0
463,ca pujara,2,11,0,0,2,2,0,0,0,0,0.0,0.0
464,taskin ahmed,24,38,0,0,13,7,24,28,1,1151,8.415670303106307,185.0
465,mohammad mithun,22,546,6,0,19,19,0,0,0,0,0.0,0.0
466,ad hales,74,2634,14,7,73,70,0,0,0,0,0.0,0.0
467,ds kulkarni,7,27,0,0,2,0,7,12,0,319,6.74890625,56.2
468,sa abbott,1,3,0,0,1,1,1,1,0,25,5.0,5.0
469,zulfiqar babar,5,35,0,0,5,2,5,4,0,246,5.4174999999999995,49.0
470,raza hasan,1,0,0,0,1,1,1,1,0,68,6.8,10.0
471,rr rossouw,29,1097,6,3,28,26,1,0,0,14,0.0013671875,2.3
472,pls gamage,9,4,0,0,5,2,9,9,0,392,5.4407421875,67.0
473,kv sharma,2,0,0,0,0,0,2,0,0,125,6.605,19.0
474,n dickwella,52,1565,12,0,50,49,0,0,0,0,0.0,0.0
475,km jadhav,70,1204,5,1,49,30,45,31,0,1079,0.45134614033413556,210.5
476,jwa taylor,22,836,7,1,22,18,0,0,0,0,0.0,0.0
477,lr johnson,3,19,0,0,3,3,0,0,0,0,0.0,0.0
478,jl carter,23,423,2,0,22,22,8,3,0,112,0.9691094970703125,16.200000000000003
479,gs sandhu,2,0,0,0,0,0,2,3,0,107,5.35,20.0
480,ss cottrell,25,77,0,0,16,7,25,37,1,1301,6.346377509236335,210.2
481,pvd chameera,16,58,0,0,9,6,16,16,0,523,4.788687133789063,101.0
482,ehsan adil,3,22,0,0,3,3,3,2,0,143,6.6899999999999995,20.3
483,yasir shah,17,95,0,0,11,6,17,13,0,927,7.253149108886719,157.3
484,sabbir rahman,49,981,3,1,44,40,14,1,0,238,1.9784459822047646,32.6
485,soumya sarkar,47,1570,11,1,47,45,13,10,0,308,5.822416425804393,54.0
486,taijul islam,3,42,0,0,2,1,3,1,0,127,4.025,30.0
487,pht kaushal,1,0,0,0,1,1,1,0,0,25,4.16,6.0
488,saad nasim,3,99,1,0,3,2,2,0,0,46,3.8125,6.0
489,mohammad rizwan,29,622,2,2,26,20,0,0,0,0,0.0,0.0
490,sami aslam,4,78,0,0,4,4,0,0,0,0,0.0,0.0
491,jj roy,97,4167,19,12,96,95,0,0,0,0,0.0,0.0
492,sw billings,13,263,2,0,11,11,0,0,0,0,0.0,0.0
493,mj santner,75,1120,4,0,58,37,72,72,0,2883,4.506135150458547,588.2
494,dj willey,48,355,2,0,30,16,48,60,0,1978,6.522208300517407,351.9
495,ma wood,59,61,0,0,19,6,59,65,0,2820,5.062538123549,503.4
496,bm wheeler,5,58,0,0,4,0,5,8,0,281,6.379375,42.3
497,liton das,30,724,1,2,30,28,0,0,0,0,0.0,0.0
498,mustafizur rahman,53,68,0,0,26,11,53,100,4,2442,6.768096139840995,448.20000000000005
499,aw mathieson,1,0,0,0,1,0,1,1,0,40,10.0,4.0
500,jubair hossain,1,5,0,0,1,1,1,0,0,31,6.2,5.0
501,k rabada,81,297,0,0,34,20,81,128,1,3611,5.072528763171174,715.0000000000001
502,tam siriwardana,25,486,3,0,23,22,20,9,0,536,5.787998616695404,97.7
503,babar azam,71,2966,12,10,70,63,0,0,0,0,0.0,0.0
504,ss pathirana,15,332,1,0,14,13,15,12,0,640,7.102733764648438,109.0
505,imad wasim,49,892,5,0,36,22,48,32,0,1739,5.046253745164265,358.4
506,d wiese,6,102,0,0,6,5,6,9,0,316,5.8884375,49.0
507,is sodhi,32,125,0,0,18,14,32,48,0,1569,6.364880727948622,267.3
508,gh worker,10,233,2,0,10,9,1,0,0,5,0.009765625,1.0
509,ja burns,5,77,0,0,5,5,0,0,0,0,0.0,0.0
510,ac agar,18,319,0,0,16,14,18,14,0,851,5.246311340332031,151.0
511,mp stoinis,53,1426,10,1,51,44,49,44,0,1887,6.276624809752244,302.29999999999995
512,rjw topley,10,7,0,0,5,1,10,16,0,410,5.8628124999999995,76.7
513,gsnfg jayasuriya,12,199,1,0,11,10,11,2,0,270,5.492451171875,50.0
514,md gunathilaka,27,864,4,1,27,25,10,4,0,197,1.9850525951385498,34.0
515,j blackwood,2,11,0,0,2,2,1,0,0,16,2.665,3.0
516,bilal asif,1,2,0,0,1,1,1,0,0,32,8.0,4.0
517,iftikhar ahmed,4,68,0,0,4,2,4,1,0,101,4.154999999999999,23.0
518,zafar gohar,1,15,0,0,1,1,1,2,0,54,5.4,10.0
519,hm nicholls,58,1460,13,1,55,45,0,0,0,0,0.0,0.0
520,jdf vandersay,9,71,0,0,7,6,9,8,0,415,6.009453125,70.5
521,js paris,2,0,0,0,0,0,2,1,0,93,5.8100000000000005,16.0
522,sm boland,12,9,0,0,4,3,12,14,0,683,6.0927148437500005,111.2
523,mk pandey,21,409,1,1,18,12,0,0,0,0,0.0,0.0
524,bb sran,3,0,0,0,0,0,3,3,0,170,6.85,26.2
525,gurkeerat singh,3,13,0,0,3,2,3,0,0,68,7.6,10.0
526,r dhawan,3,12,0,0,2,1,3,1,0,160,6.545,25.0
527,jj bumrah,72,18,0,0,15,6,72,115,1,2768,5.284159284816908,616.2000000000002
528,a zampa,58,150,0,0,27,20,58,69,0,2895,5.46452517919849,509.4
529,t shamsi,25,0,0,0,5,2,25,32,0,1125,5.178060093522072,217.6
530,tm head,51,1612,14,1,51,49,27,11,0,752,0.009988099531451473,124.4
531,st gabriel,20,22,0,0,15,7,20,23,0,952,8.821881427764893,147.4
532,bkg mendis,68,1786,13,1,66,65,2,0,0,28,3.9119369635992607e-17,3.2
533,md shanaka,21,609,5,0,21,20,9,5,0,191,3.7549018096923827,30.0
534,jm vince,10,248,1,0,10,10,0,0,0,0,0.0,0.0
535,kmc bandara,1,1,0,0,1,0,1,1,0,83,8.3,10.0
536,dm de silva,45,983,5,0,44,37,40,28,0,1053,2.566483708346042,202.0
537,ma aponso,11,14,0,0,9,5,11,13,0,419,6.57751953125,79.8
538,padlr sandakan,23,39,0,0,15,10,23,15,0,1126,8.222892696857453,171.6
539,mohammad nawaz(3),15,182,0,0,13,9,15,11,0,606,5.418037109375,118.3
540,hasan ali,53,352,3,0,32,23,53,82,3,2610,8.191973529982473,443.1
541,wia fernando,17,579,2,2,17,17,0,0,0,0,0.0,0.0
542,la dawson,3,18,0,0,3,3,3,4,0,122,5.4350000000000005,20.0
543,kc brathwaite,8,176,0,0,8,8,5,1,0,140,5.1778125,25.2
544,dj worrall,2,6,0,0,1,0,2,0,0,128,7.734999999999999,16.2
545,al phehlukwayo,62,648,1,0,40,22,61,77,0,2518,6.360905934817122,424.5
546,cp tremain,4,23,0,0,3,1,4,7,0,255,6.1875,40.0
547,jm mennie,2,1,0,0,2,2,2,3,0,131,6.55,20.0
548,as joseph,20,107,0,0,12,4,20,35,1,1140,6.052014675140381,174.1
549,e lewis,32,971,3,2,32,32,0,0,0,0,0.0,0.0
550,d pretorius,23,150,1,0,12,10,23,33,0,887,4.311100533008576,185.2
551,bm duckett,3,123,2,0,3,3,0,0,0,0,0.0,0.0
552,mosaddek hossain,31,442,2,0,28,18,29,10,0,687,5.679494206821547,124.2
553,jt ball,18,39,0,0,8,5,18,19,1,1013,5.921224365234375,160.5
554,hh pandya,61,998,4,0,42,36,61,55,0,2497,5.481347823083271,446.8
555,j yadav,1,1,0,0,1,0,1,1,0,8,2.0,4.0
556,sd hope,61,2698,16,7,61,56,0,0,0,0,0.0,0.0
557,r powell,32,611,3,0,32,29,14,5,0,295,5.522580527812242,47.599999999999994
558,ar nurse,41,491,0,0,37,27,40,37,0,1855,5.697518077020987,332.5
559,das gunaratne,21,429,0,1,18,16,17,7,0,512,4.449477100372315,92.0
560,lh ferguson,42,92,0,0,20,10,42,71,0,1994,5.740507901677793,362.7
561,subashis roy,1,1,0,0,1,0,1,1,0,45,4.5,10.0
562,tanbir hayder,2,5,0,0,2,2,2,0,0,67,7.9350000000000005,10.0
563,nurul hasan,2,68,0,0,2,2,0,0,0,0,0.0,0.0
564,ca lynn,7,134,0,0,7,7,0,0,0,0,0.0,0.0
565,b stanlake,11,7,0,0,8,5,11,13,0,531,5.0461230468750005,95.0
566,kl rahul,29,962,5,3,28,24,0,0,0,0,0.0,0.0
567,psp handscomb,22,632,4,1,20,19,0,0,0,0,0.0,0.0
568,ds weerakkody,3,73,1,0,3,3,0,0,0,0,0.0,0.0
569,sd heazlett,1,4,0,0,1,1,0,0,0,0,0.0,0.0
570,ld madushanka,3,13,0,0,3,3,3,4,0,154,7.0375,22.0
571,cbrls kumara,17,27,0,0,8,4,17,17,0,763,6.726661987304688,111.80000000000001
572,mehidy hasan miraz,39,463,1,0,24,20,39,44,0,1562,5.88708685738049,353.1
573,shadab khan,44,481,5,0,29,20,43,58,0,1849,6.129329494009417,363.1
574,sha rance,1,0,0,0,0,0,1,0,0,66,7.33,9.0
575,ka maharaj,9,52,0,0,5,5,9,9,0,381,4.7580078125,76.1
576,ts roland-jones,1,37,0,0,1,0,1,1,0,34,4.85,7.0
577,fakhar zaman,45,1622,13,2,45,43,7,2,0,144,0.005630999077716296,27.9
578,faheem ashraf,23,236,0,0,19,16,23,16,0,906,7.125326023101807,163.7
579,rumman raees,14,54,0,0,7,5,14,22,0,746,6.518837890625,120.2
580,ml cummins,5,5,0,0,2,1,5,7,0,314,8.348749999999999,41.0
581,kuldeep yadav,70,138,0,0,23,8,69,134,2,3185,7.277633477780051,631.8
582,rl chase,21,348,1,0,18,17,18,7,0,611,5.393228759765625,112.5
583,kok williams,5,19,0,0,5,1,5,4,0,206,5.12,39.0
584,ka hope,6,138,0,0,6,6,0,0,0,0,0.0,0.0
585,pwh de silva,11,160,0,0,11,9,11,9,0,436,4.09861328125,78.8
586,mvt fernando,8,30,0,0,8,2,8,5,0,337,8.322265625,49.3
587,ys chahal,61,64,0,0,11,8,60,104,3,2774,5.155948316510237,544.0
588,a dananjaya,39,383,1,0,32,24,37,64,3,1620,4.518924345718988,310.4
589,pm pushpakumara,2,11,0,0,2,2,2,1,0,105,5.609999999999999,19.0
590,sn thakur,12,99,0,0,6,3,12,17,0,671,8.2903271484375,101.1
591,emdy munaweera,2,15,0,0,2,2,0,0,0,0,0.0,0.0
592,hwr cartwright,2,2,0,0,2,2,0,0,0,0,0.0,0.0
593,sw ambris,10,293,2,0,10,8,0,0,0,0,0.0,0.0
594,tk curran,28,222,0,0,18,6,28,41,2,1299,5.477622029036283,206.1
595,mohammad saifuddin,16,208,1,0,10,7,16,17,0,745,8.20115234375,115.0
596,d paterson,4,0,0,0,0,0,4,4,0,217,5.4350000000000005,34.5
597,imam-ul-haq,34,1267,5,4,34,32,0,0,0,0,0.0,0.0
598,s samarawickrama,10,228,2,0,10,10,0,0,0,0,0.0,0.0
599,usman shinwari,12,6,0,0,5,4,12,22,2,484,5.0910888671875,90.3
600,t bavuma,4,201,1,0,4,4,0,0,0,0,0.0,0.0
601,ak markram,33,771,2,0,32,31,8,3,0,170,1.0200124014914036,25.0
602,pwa mulder,14,101,0,0,12,8,14,12,0,493,6.248665771484375,77.0
603,ss iyer,20,796,8,1,18,17,2,0,0,15,0.050785064697265625,2.0
604,washington sundar,1,0,0,0,0,0,1,1,0,65,6.5,10.0
605,so hetmyer,38,1397,4,6,38,35,0,0,0,0,0.0,0.0
606,rr beaton,2,15,0,0,2,1,2,1,0,102,6.08,17.0
607,td astle,12,84,0,0,7,4,10,13,0,325,5.276357421875,57.0
608,aj tye,14,114,0,0,14,8,14,24,2,784,8.94318115234375,127.80000000000001
609,aamer yamin,2,64,0,0,2,0,2,2,0,130,7.22,18.0
610,at carey,41,1083,4,0,38,32,0,0,0,0,0.0,0.0
611,ja richardson,17,113,0,0,11,7,17,31,0,961,5.4179946899414055,155.0
612,k zondo,6,192,2,0,6,6,0,0,0,0,0.0,0.0
613,l ngidi,35,73,0,0,13,4,35,71,1,1649,5.490399648239254,281.79999999999995
614,h klaasen,23,536,2,1,22,16,1,0,0,19,3.165,3.0
615,ms chapman,7,19,0,0,7,7,0,0,0,0,0.0,0.0
616,mg neser,4,16,0,0,4,4,4,4,0,240,7.4875,32.8
617,djm short,12,294,1,0,12,10,8,0,0,173,2.423544921875,22.0
618,c overton,2,0,0,0,0,0,2,0,0,110,7.85,14.0
619,sm curran,5,41,0,0,5,5,5,4,0,208,6.568125,29.0
620,s kaul,4,2,0,0,2,2,4,0,0,242,6.93125,36.0
621,kma paul,20,287,0,0,16,12,20,20,0,1051,7.560622501373291,149.5
622,ngrp jayasuriya,4,22,0,0,4,2,4,0,0,190,6.3625,32.0
623,cak rajitha,12,0,0,0,3,1,12,11,0,471,4.968583984375,74.0
624,rr hendricks,23,572,1,2,23,22,3,1,0,47,0.0480126953125,7.0
625,cj dala,4,16,0,0,4,2,4,2,0,242,6.95625,34.0
626,asif ali,12,301,2,0,12,12,1,0,0,9,0.3375,0.5
627,najmul hossain shanto,2,14,0,0,2,2,0,0,0,0,0.0,0.0
628,shaheen shah afridi,19,56,0,0,10,3,19,43,1,917,4.370276184082031,163.1
629,nazmul islam,2,14,0,0,2,2,2,2,0,112,5.6,20.0
630,op stone,6,18,0,0,2,0,6,2,0,194,6.8646875000000005,32.0
631,c hemraj,10,100,0,0,10,10,2,0,0,18,0.25599609375,2.2
632,kk ahmed,12,11,0,0,3,3,12,18,0,516,7.480830078125001,89.0
633,o thomas,20,13,0,0,12,6,20,29,1,985,7.360590572357178,139.5
634,rr pant,16,381,1,0,14,14,0,0,0,0,0.0,0.0
635,fa allen,15,168,1,0,14,13,14,4,0,483,3.094678955078125,83.0
636,oc mccoy,2,0,0,0,2,0,2,4,0,76,7.6,10.0
637,tl seifert,3,33,0,0,2,2,0,0,0,0,0.0,0.0
638,jp behrendorff,11,19,0,0,5,2,11,16,1,517,5.14615234375,98.3
639,mohammed siraj,1,0,0,0,0,0,1,0,0,76,7.6,10.0
640,v shankar,11,194,0,0,7,6,9,4,0,210,1.82142578125,38.5
641,he van der dussen,18,707,7,0,16,10,0,0,0,0,0.0,0.0
642,d olivier,2,0,0,0,0,0,2,3,0,124,6.48,19.0
643,hussain talat,1,2,0,0,1,1,1,0,0,16,8.0,2.0
644,be hendricks,4,5,0,0,2,1,4,5,0,186,5.63375,34.0
645,shubman gill,2,16,0,0,2,2,0,0,0,0,0.0,0.0
646,jd campbell,4,69,0,0,4,4,1,0,0,13,1.625,1.0
647,n pooran,16,666,4,1,16,14,0,0,0,0,0.0,0.0
648,aj turner,6,142,1,0,5,4,0,0,0,0,0.0,0.0
649,bop fernando,6,128,0,0,6,6,1,0,0,16,1.0,2.0
650,a nortje,7,9,0,0,2,1,7,14,0,283,5.236875,55.4
651,phkd mendis,2,17,0,0,2,1,2,1,0,79,6.5,14.0
652,parp perera,2,33,0,0,2,2,0,0,0,0,0.0,0.0
653,shan masood,5,111,1,0,5,5,0,0,0,0,0.0,0.0
654,mohammad abbas,3,0,0,0,0,0,3,1,0,153,6.005,27.0
655,mohammad hasnain,5,28,0,0,2,2,5,5,0,303,7.90625,41.0
656,abid ali,4,191,1,1,4,4,0,0,0,0,0.0,0.0
657,saad ali,2,11,0,0,2,2,0,0,0,0,0.0,0.0
658,so dowrich,1,6,0,0,1,1,0,0,0,0,0.0,0.0
659,ra reifer,2,7,0,0,1,1,2,2,0,54,6.1,8.5
660,abu jayed,1,0,0,0,0,0,1,0,0,56,6.22,9.0
661,jc archer,10,13,0,0,6,3,10,17,0,429,3.44689453125,90.5
662,m bhanuka,1,36,0,0,1,1,0,0,0,0,0.0,0.0
663,s dube,1,9,0,0,1,1,1,0,0,68,8.68,7.5
664,dl chahar,2,6,0,0,1,0,2,1,0,92,5.54,17.0
665,hr walsh,3,22,0,0,2,1,3,2,0,89,6.78,13.0
666,k pierre,2,21,0,0,1,1,2,0,0,108,6.725,16.0
667,na saini,5,53,0,0,2,1,5,5,0,301,7.0125,48.0
668,m labuschagne,7,305,2,1,6,6,3,0,0,36,1.828125,4.0
669,t banton,2,50,0,0,2,2,0,0,0,0,0.0,0.0
670,jt smuts,4,163,1,0,4,3,3,3,0,97,3.3675,22.0
671,l sipamla,3,10,0,0,1,0,3,2,0,122,5.0525,24.2
672,mw parkinson,1,0,0,0,0,0,1,0,0,48,5.53,8.4
673,pp shaw,3,84,0,0,3,3,0,0,0,0,0.0,0.0
674,ma agarwal,3,36,0,0,3,3,0,0,0,0,0.0,0.0
675,ta blundell,2,31,0,0,2,2,0,0,0,0,0.0,0.0
676,ka jamieson,2,25,0,0,1,0,2,3,0,95,4.75,20.0
677,s mahmood,1,0,0,0,0,0,1,1,0,17,3.4,5.0
678,jn malan,3,152,0,1,3,2,0,0,0,0,0.0,0.0
679,k verreynne,3,101,1,0,3,3,0,0,0,0,0.0,0.0
680,dm dupavillon,1,0,0,0,0,0,1,1,0,21,3.5,6.0
